scanned_at,title,url,sku,category,availability,price,price_regular,seller,special_offers
2022-01-04T22:55:02.325302,Намет Easy Camp Meteor 200 Rustic Green (120392),https://allo.ua/ua/palatki/palatka-easy-camp-meteor-200-rustic-green-120392.html,850864,"Інтернет магазин,Намети,Намети High Peak",True,2760,,allo,"Кредит,Оплата частинами,Fishka,кешбек"
2022-01-04T22:55:08.588792,Намет High Peak Ontario 3,https://allo.ua/ua/palatki/high-peak-ontario-3.html,152582,"Інтернет магазин,Намети,Намети High Peak",True,2400,,allo,"Кредит,Оплата частинами,Fishka,кешбек"
2022-01-04T22:55:13.089096,Намет High Peak Calobra 80 (Aluminium/Dark Grey) (926277),https://allo.ua/ua/palatki/high-peak-calobra-80-aluminium-dark-grey-926277.html,490559,"Інтернет магазин,Намети,Намети High Peak",True,1710,,allo,"Кредит,Оплата частинами,Fishka,кешбек"
2022-01-04T22:55:17.505101,Намет High Peak Monodome XL Black (10310),https://allo.ua/ua/palatki/palatka-high-peak-monodome-xl-black-10310.html,817720,"Інтернет магазин,Намети,Намети High Peak",True,1980,,allo,"Кредит,Оплата частинами,Fishka,кешбек"
2022-01-04T22:55:21.840566,Намет High Peak Monodome XL 4 (Blue/Grey) (925383),https://allo.ua/ua/palatki/high-peak-monodome-xl-4-blue-grey-925383.html,371770,"Інтернет магазин,Намети,Намети High Peak",True,1980,,allo,"Кредит,Оплата частинами,Fishka,кешбек"
2022-01-04T22:55:26.753724,Намет High Peak Rapido 3 (Blue/Orange) (928141),https://allo.ua/ua/palatki/palatka-high-peak-rapido-3-blue-orange-928141.html,634970,"Інтернет магазин,Намети,Намети High Peak",True,3780,,allo,"Кредит,Оплата частинами,Fishka,кешбек"
2022-01-04T22:55:31.606508,Намет High Peak Kira 5.0 (Nimbus Grey) (928130),https://allo.ua/ua/palatki/palatka-high-peak-kira-5-0-nimbus-grey-928130.html,634963,"Інтернет магазин,Намети,Намети High Peak",True,4499,5280,allo,"Топ продажу,Кредит,Оплата частинами,Fishka,кешбек"
2022-01-04T22:55:36.626069,Намет Easy Camp Quasar 300 Rustic Green (120395),https://allo.ua/ua/palatki/palatka-easy-camp-quasar-300-rustic-green-120395.html,850867,"Інтернет магазин,Намети,Намети High Peak",True,3570,,allo,"Кредит,Оплата частинами,Fishka,кешбек"
2022-01-04T22:55:41.238972,Намет High Peak Atmos 3 (Dark Grey/Green) (925413),https://allo.ua/ua/palatki/high-peak-atmos-3-dark-grey-green-925413.html,371800,"Інтернет магазин,Намети,Намети High Peak",True,6000,,allo,"Кредит,Оплата частинами,Fishka,кешбек"
2022-01-04T22:55:45.832605,Намет High Peak Tauris 4 (Dark Grey/Green) (925416),https://allo.ua/ua/palatki/high-peak-tauris-4-dark-grey-green-925416.html,371803,"Інтернет магазин,Намети,Намети High Peak",True,7999,9990,allo,"Топ продажу,Кредит,Оплата частинами,Fishka,кешбек"
2022-01-04T22:55:50.783513,Павільйон High Peak Cabana Light grey / Dark grey / Lime (928987),https://allo.ua/ua/palatki/pavil-on-high-peak-cabana-light-grey-dark-grey-lime-928987.html,839438,"Інтернет магазин,Намети,Намети High Peak",True,6720,,allo,"Кредит,Оплата частинами,Fishka,кешбек"
2022-01-04T22:55:55.566787,Туристичний килимок High Peak Tulsa (183x47x6.5 см),https://allo.ua/ua/turisticheskie-kovriki/high-peak-tulsa-183x47x6-5cm.html,371815,"Інтернет магазин,Туристичні килимки,Туристичні килимки High Peak",True,960,,allo,"Кредит,Оплата частинами,Fishka,кешбек"
2022-01-04T22:56:00.104484,Намет High Peak Calvia 40 (Blue/Grey) (926282),https://allo.ua/ua/palatki/high-peak-calvia-40-blue-grey-926282.html,490560,"Інтернет магазин,Намети,Намети High Peak",True,1170,,allo,"Кредит,Оплата частинами,Fishka,кешбек"
2022-01-04T22:56:05.115866,Намет High Peak Boston 2 (Aluminium/Dark Grey) (925381),https://allo.ua/ua/palatki/high-peak-boston-2-aluminium-dark-grey-925381.html,371768,"Інтернет магазин,Намети,Намети High Peak",True,3780,,allo,"Кредит,Оплата частинами,Fishka,кешбек"
2022-01-04T22:56:09.654861,Намет High Peak Mallorca 40 (Blue/Grey) (926281),https://allo.ua/ua/palatki/high-peak-mallorca-40-blue-grey-926281.html,490568,"Інтернет магазин,Намети,Намети High Peak",True,960,,allo,"Кредит,Оплата частинами,Fishka,кешбек"
2022-01-04T22:56:13.727181,Ноутбук Mi RedmiBook 14 II R7/16/512/W (JYU4282CN),https://allo.ua/ua/products/notebooks/mi-redmibook-14-ii-r7-16-512-w-jyu4282cn.html,793411,"Інтернет магазин,Ноутбуки,Ноутбуки Xiaomi",True,22999,,allo,"Акція,Кредит,Оплата частинами,Fishka,кешбек"
2022-01-04T22:56:20.268983,Мишка Xiaomi Mi Mouse XMSB02MW Gold,https://allo.ua/ua/myshki-klaviatury/xiaomi-mi-mouse-gold.html,324823,"Інтернет магазин,Мишки,Мишки Xiaomi",False,,,allo,
2022-01-04T22:56:26.556449,Usams Clear Case (TPU) for AirPods Pro black,https://allo.ua/ua/aksessuary-dlja-naushnikov/usams-clear-case-tpu-for-airpods-pro-black.html,27704black-1018,"Інтернет магазин,Аксесуари для навушників,Аксесуари для навушників Apple",False,,,Nanacase,
2022-01-04T22:56:32.951654,Tech 21 Protective Case for AirPods black,https://allo.ua/ua/aksessuary-dlja-naushnikov/tech-21-protective-case-for-airpods-black.html,22750black-1018,"Інтернет магазин,Аксесуари для навушників,Аксесуари для навушників Apple",False,,,Nanacase,
2022-01-04T22:56:39.205189,Silicone Case Ultra Slim for AirPods 2 blue,https://allo.ua/ua/aksessuary-dlja-naushnikov/silicone-case-ultra-slim-for-airpods-2-blue.html,22063blue-1018,"Інтернет магазин,Аксесуари для навушників,Аксесуари для навушників Apple",False,,,Nanacase,
2022-01-04T22:56:45.702510,Silicone Case Ultra Slim for AirPods 2 black,https://allo.ua/ua/aksessuary-dlja-naushnikov/silicone-case-ultra-slim-for-airpods-2-black.html,22063black-1018,"Інтернет магазин,Аксесуари для навушників,Аксесуари для навушників Apple",False,,,Nanacase,
2022-01-04T22:56:52.116974,Silicone Case New for AirPods 1/2 transparent,https://allo.ua/ua/aksessuary-dlja-naushnikov/silicone-case-new-for-airpods-1-2-transparent.html,27186transparent-1018,"Інтернет магазин,Аксесуари для навушників,Аксесуари для навушників Apple",False,,,Nanacase,
2022-01-04T22:56:58.499084,Silicone Case for AirPods Pro turquoise,https://allo.ua/ua/aksessuary-dlja-naushnikov/silicone-case-for-airpods-pro-turquoise.html,27282turquoise-1018,"Інтернет магазин,Аксесуари для навушників,Аксесуари для навушників Apple",False,,,Nanacase,
2022-01-04T22:57:04.774903,Glossy Case (TPU) for AirPods Pro lavender_gray,https://allo.ua/ua/aksessuary-dlja-naushnikov/glossy-case-tpu-for-airpods-pro-lavender_gray.html,27702lavender_gray-1018,"Інтернет магазин,Аксесуари для навушників,Аксесуари для навушників Apple",False,,,Nanacase,
2022-01-04T22:57:11.201975,Eco-friendly Nature Case (TPU) AirPods 1/2 rose,https://allo.ua/ua/aksessuary-dlja-naushnikov/eco-friendly-nature-case-tpu-airpods-1-2-rose.html,28116rose-1018,"Інтернет магазин,Аксесуари для навушників,Аксесуари для навушників Apple",False,,,Nanacase,
2022-01-04T22:57:17.474394,Clear Case for AirPods pink,https://allo.ua/ua/aksessuary-dlja-naushnikov/clear-case-for-airpods-pink.html,23147pink-1018,"Інтернет магазин,Аксесуари для навушників,Аксесуари для навушників Apple",False,,,Nanacase,
2022-01-04T22:57:23.874690,DHL (TPU) Case for AirPods 1/2 yellow,https://allo.ua/ua/aksessuary-dlja-naushnikov/dhl-tpu-case-for-airpods-1-2-yellow.html,27686yellow-1018,"Інтернет магазин,Аксесуари для навушників,Аксесуари для навушників Apple",False,,,Nanacase,
2022-01-04T22:57:30.280080,Stickers Print Case for AirPods 1/2 mdns,https://allo.ua/ua/aksessuary-dlja-naushnikov/stickers-print-case-for-airpods-1-2-mdns.html,23575mdns-1018,"Інтернет магазин,Аксесуари для навушників,Аксесуари для навушників Apple",False,,,Nanacase,
2022-01-04T22:57:36.490948,Travel Case (TPU) for AirPods Pro miami,https://allo.ua/ua/aksessuary-dlja-naushnikov/travel-case-tpu-for-airpods-pro-miami.html,28101miami-1018,"Інтернет магазин,Аксесуари для навушників,Аксесуари для навушників Apple",False,,,Nanacase,
2022-01-04T22:57:42.885728,Kutis Case for AirPods tiger,https://allo.ua/ua/aksessuary-dlja-naushnikov/kutis-case-for-airpods-tiger.html,22140tiger-1018,"Інтернет магазин,Аксесуари для навушників,Аксесуари для навушників Apple",False,,,Nanacase,
2022-01-04T22:57:49.051031,Teddy Dog Case for AirPods Pro white,https://allo.ua/ua/aksessuary-dlja-naushnikov/teddy-dog-case-for-airpods-pro-white.html,27308white-1018,"Інтернет магазин,Аксесуари для навушників,Аксесуари для навушників Apple",False,,,Nanacase,
2022-01-04T22:57:55.531584,Travel Case (TPU) for AirPods Pro barcelona,https://allo.ua/ua/aksessuary-dlja-naushnikov/travel-case-tpu-for-airpods-pro-barcelona.html,28101barcelona-1018,"Інтернет магазин,Аксесуари для навушників,Аксесуари для навушників Apple",False,,,Nanacase,
2022-01-04T22:58:01.810982,Stickers Print Case for AirPods 1/2 monster,https://allo.ua/ua/aksessuary-dlja-naushnikov/stickers-print-case-for-airpods-1-2-monster.html,23575monster-1018,"Інтернет магазин,Аксесуари для навушників,Аксесуари для навушників Apple",False,,,Nanacase,
2022-01-04T22:58:08.110567,Funny Friends Case with Sparcles Water for AirPods 1/2 cookie,https://allo.ua/ua/aksessuary-dlja-naushnikov/funny-friends-case-with-sparcles-water-for-airpods-1-2-cookie.html,28126cookie-1018,"Інтернет магазин,Аксесуари для навушників,Аксесуари для навушників Apple",False,,,Nanacase,
2022-01-04T22:58:14.461026,Stickers Print Case for AirPods Pro off_white_pink,https://allo.ua/ua/aksessuary-dlja-naushnikov/stickers-print-case-for-airpods-pro-off_white_pink.html,27569off_white_pink-1018,"Інтернет магазин,Аксесуари для навушників,Аксесуари для навушників Apple",False,,,Nanacase,
2022-01-04T22:58:21.374478,G-Case Mobest Leather (PU) Case for AirPods Pro brown,https://allo.ua/ua/aksessuary-dlja-naushnikov/g-case-mobest-leather-pu-case-for-airpods-pro-brown.html,27698brown-1018,"Інтернет магазин,Аксесуари для навушників,Аксесуари для навушників Apple",False,,,Nanacase,
2022-01-04T22:58:27.713085,Eco-friendly Nature Case (TPU) AirPods 1/2 green,https://allo.ua/ua/aksessuary-dlja-naushnikov/eco-friendly-nature-case-tpu-airpods-1-2-green.html,28116green-1018,"Інтернет магазин,Аксесуари для навушників,Аксесуари для навушників Apple",False,,,Nanacase,
2022-01-04T22:58:34.042460,Converse All Star Case for AirPods black,https://allo.ua/ua/aksessuary-dlja-naushnikov/converse-all-star-case-for-airpods-black.html,27162black-1018,"Інтернет магазин,Аксесуари для навушників,Аксесуари для навушників Apple",False,,,Nanacase,
2022-01-04T22:58:40.306496,Full Protective Matt Case for AirPods turquoise,https://allo.ua/ua/aksessuary-dlja-naushnikov/full-protective-matt-case-for-airpods-turquoise.html,23112turquoise-1018,"Інтернет магазин,Аксесуари для навушників,Аксесуари для навушників Apple",False,,,Nanacase,
2022-01-04T22:58:46.665548,Stickers Print Case for AirPods 1/2 bomberman,https://allo.ua/ua/aksessuary-dlja-naushnikov/stickers-print-case-for-airpods-1-2-bomberman.html,23575bomberman-1018,"Інтернет магазин,Аксесуари для навушників,Аксесуари для навушників Apple",False,,,Nanacase,
2022-01-04T22:58:52.862790,G-Case Mobest Leather (PU) Case for AirPods Pro dark_green,https://allo.ua/ua/aksessuary-dlja-naushnikov/g-case-mobest-leather-pu-case-for-airpods-pro-dark_green.html,27698dark_green-1018,"Інтернет магазин,Аксесуари для навушників,Аксесуари для навушників Apple",False,,,Nanacase,
2022-01-04T22:58:59.170980,Carbon Imitation (TPU) Case for AirPods Pro black,https://allo.ua/ua/aksessuary-dlja-naushnikov/carbon-imitation-tpu-case-for-airpods-pro-black.html,27438black-1018,"Інтернет магазин,Аксесуари для навушників,Аксесуари для навушників Apple",False,,,Nanacase,
2022-01-04T22:59:05.646956,Tech 21 Protective Case for AirPods Pro red,https://allo.ua/ua/aksessuary-dlja-naushnikov/tech-21-protective-case-for-airpods-pro-red.html,27860red-1018,"Інтернет магазин,Аксесуари для навушників,Аксесуари для навушників Apple",False,,,Nanacase,
2022-01-04T22:59:11.935490,Leather Case (Leather) for AirPods Pro brown,https://allo.ua/ua/aksessuary-dlja-naushnikov/leather-case-leather-for-airpods-pro-brown.html,27305brown-1018,"Інтернет магазин,Аксесуари для навушників,Аксесуари для навушників Apple",False,,,Nanacase,
2022-01-04T22:59:18.404228,Шнурок для навушників Apple AirPods Spigen Strap RA100 Black,https://allo.ua/ua/aksessuary-dlja-naushnikov/shnurok-dlja-naushnikov-apple-airpods-spigen-strap-ra100-black.html,16608-0144,"Інтернет магазин,Аксесуари для навушників,Аксесуари для навушників Apple",False,,,oneLonge,
2022-01-04T22:59:25.004459,Миша Xiaomi Mi Mouse 2 Black WSB01TM,https://allo.ua/ua/myshki-klaviatury/xiaomi-mi-mouse-black.html,301475,"Інтернет магазин,Мишки,Мишки Xiaomi",False,,,allo,
2022-01-04T22:59:31.735532,Mi USB-C to HDMI Multi-Adapter (CUP4005CN),https://allo.ua/ua/kardridery/mi-usb-c-to-hdmi-multi-adapter-cup4005cn.html,341697,"Інтернет магазин,Кардрідери та USB-хаби,Кардрідери та USB-хаби Xiaomi",False,,,allo,
2022-01-04T22:59:38.265665,USB hub Mi Multi-Adapter USB-C to VGA and Gigabit Ethernet White (JGQ4005TY),https://allo.ua/ua/kardridery/mi-usb-c-to-vga-and-gigabit-ethernet.html,346490,"Інтернет магазин,Кардрідери та USB-хаби,Кардрідери та USB-хаби Xiaomi",False,,,allo,
2022-01-04T22:59:44.760714,Миша Xiaomi Mi Mouse 2 White WSB01TM_W,https://allo.ua/ua/myshki-klaviatury/xiaomi-mi-mouse-white.html,301474,"Інтернет магазин,Мишки,Мишки Xiaomi",False,,,allo,
2022-01-04T22:59:51.306655,Wi-Fi роутер Xiaomi Mi AIoT Router AX3600 (DVB4251GL),https://allo.ua/ua/wi-fi-routery/xiaomi-mi-alot-router-ax3600-dvb4251gl.html,688543,"Інтернет магазин,Wi-Fi роутери,Wi-Fi роутери Xiaomi",False,3499,,allo,
2022-01-04T22:59:55.810911,Ноутбук Mi Air 13 i7/8/256Gb/MX150 W (JYU4051) Grey (У1),https://allo.ua/ua/products/notebooks/mi-air-13-i7-8-256gb-mx150-w-jyu4051-grey-u1.html,624508,"Інтернет магазин,Ноутбуки,Ноутбуки Xiaomi",True,15999,,allo,"Уцінка,Fishka,кешбек"
2022-01-04T23:00:02.263253,"Ноутбук Xiaomi RedmiBook Pro 14 i5-11th 16/512GB/MX450 (JYU4344CN) [57850] ""Refurbished""",https://allo.ua/ua/products/notebooks/noutbuk-xiaomi-redmibook-pro-14-i5-11th-16-512gb-mx450-jyu4344cn-57850-refurbished.html,40739-3355,"Інтернет магазин,Ноутбуки,Ноутбуки Xiaomi",True,26967,,Geekon,
2022-01-04T23:00:08.882177,"Ноутбук Xiaomi RedmiBook Pro 14 i5-11300H 16/512GB Iris Xe (JYU4345CN) [58884] ""Refurbished""",https://allo.ua/ua/products/notebooks/noutbuk-xiaomi-redmibook-pro-14-i5-11300h-16-512gb-iris-xe-jyu4345cn-58884-refurbished.html,41800-3355,"Інтернет магазин,Ноутбуки,Ноутбуки Xiaomi",True,25233,,Geekon,
2022-01-04T23:00:15.339781,"Ноутбук Xiaomi Mi Notebook Pro 15.6 i5 11th 16/512GB MX450 (JYU4327CN) [59667] ""Refurbished""",https://allo.ua/ua/products/notebooks/noutbuk-xiaomi-mi-notebook-pro-15-6-i5-11th-16-512gb-mx450-jyu4327cn-59667-refurbished.html,45549-3355,"Інтернет магазин,Ноутбуки,Ноутбуки Xiaomi",True,35097,,Geekon,
2022-01-04T23:00:21.813954,"Ноутбук Xiaomi RedmiBook Pro 14 AMD Ryzen 7 16/512GB (JYU4322CN) Silver [58261] ""Refurbished""",https://allo.ua/ua/products/notebooks/noutbuk-xiaomi-redmibook-pro-14-amd-ryzen-7-16-512gb-jyu4322cn-silver-58261-refurbished.html,41158-3355,"Інтернет магазин,Ноутбуки,Ноутбуки Xiaomi",True,28059,,Geekon,
2022-01-04T23:00:28.517248,Маршрутизатор Xiaomi Mi 4a Global,https://allo.ua/ua/wi-fi-routery/marshrutizator-xiaomi-mi-4a-global.html,1082838-2427,"Інтернет магазин,Wi-Fi роутери,Wi-Fi роутери Xiaomi",True,816,,TD,
2022-01-04T23:00:35.128421,Маршрутизатор Xiaomi Mi WiFi Router 4a Gigabit Edition White,https://allo.ua/ua/wi-fi-routery/marshrutizator-xiaomi-mi-wifi-router-4a-gigabit-edition-white.html,994371-2427,"Інтернет магазин,Wi-Fi роутери,Wi-Fi роутери Xiaomi",True,1057,,TD,
2022-01-04T23:00:41.781590,Маршрутизатор Xiaomi Mi WiFi Router 4c White (dvb4209cn),https://allo.ua/ua/wi-fi-routery/marshrutizator-xiaomi-mi-wifi-router-4c-white-dvb4209cn.html,1098429-2427,"Інтернет магазин,Wi-Fi роутери,Wi-Fi роутери Xiaomi",True,524,,TD,
2022-01-04T23:00:48.474359,"Ноутбук Xiaomi Mi Notebook Pro 14 i5 11th 16/512GB MX450 (JYU4348CN) Dark Grey [58263] ""Refurbished""",https://allo.ua/ua/products/notebooks/noutbuk-xiaomi-mi-notebook-pro-14-i5-11th-16-512gb-mx450-jyu4348cn-dark-grey-58263-refurbished.html,41160-3355,"Інтернет магазин,Ноутбуки,Ноутбуки Xiaomi",True,29833,,Geekon,
2022-01-04T23:00:54.980501,"Ноутбук Xiaomi RedmiBook Pro 15.6 i5 11th 16/512Gb Iris Xe (JYU4333CN) [56866] ""Refurbished""",https://allo.ua/ua/products/notebooks/noutbuk-xiaomi-redmibook-pro-15-6-i5-11th-16-512gb-iris-xe-jyu4333cn-56866-refurbished.html,40048-3355,"Інтернет магазин,Ноутбуки,Ноутбуки Xiaomi",True,27314,,Geekon,
2022-01-04T23:01:01.608093,"Xiaomi RedmiBook Pro 14 i7-11370H 16/512GB MX450 (JYU4343CN) ""Refurbished""",https://allo.ua/ua/products/notebooks/xiaomi-redmibook-pro-14-i7-11370h-16-512gb-mx450-jyu4343cn-refurbished.html,38406-1105,"Інтернет магазин,Ноутбуки,Ноутбуки Xiaomi",True,34779,,AMOLED,
2022-01-04T23:01:08.066723,Star Wars Force Case for AirPods yoda,https://allo.ua/ua/aksessuary-dlja-naushnikov/star-wars-force-case-for-airpods-yoda.html,24112yoda-1018,"Інтернет магазин,Аксесуари для навушників,Аксесуари для навушників Apple",False,,,Nanacase,
2022-01-04T23:01:14.510589,DHL (TPU) Case for AirPods 1/2 black,https://allo.ua/ua/aksessuary-dlja-naushnikov/dhl-tpu-case-for-airpods-1-2-black.html,27686black-1018,"Інтернет магазин,Аксесуари для навушників,Аксесуари для навушників Apple",False,,,Nanacase,
2022-01-04T23:01:20.942385,Converse All Star Case for AirPods red,https://allo.ua/ua/aksessuary-dlja-naushnikov/converse-all-star-case-for-airpods-red.html,27162red-1018,"Інтернет магазин,Аксесуари для навушників,Аксесуари для навушників Apple",False,,,Nanacase,
2022-01-04T23:01:27.448675,Cat Foot Case for AirPods Pro black,https://allo.ua/ua/aksessuary-dlja-naushnikov/cat-foot-case-for-airpods-pro-black.html,27280black-1018,"Інтернет магазин,Аксесуари для навушників,Аксесуари для навушників Apple",False,,,Nanacase,
2022-01-04T23:01:33.956042,Young Style Case for AirPods gucci,https://allo.ua/ua/aksessuary-dlja-naushnikov/young-style-case-for-airpods-gucci.html,21537gucci-1018,"Інтернет магазин,Аксесуари для навушників,Аксесуари для навушників Apple",False,,,Nanacase,
2022-01-04T23:01:40.463073,Travel Case (TPU) for AirPods Pro amsterdam,https://allo.ua/ua/aksessuary-dlja-naushnikov/travel-case-tpu-for-airpods-pro-amsterdam.html,28101amsterdam-1018,"Інтернет магазин,Аксесуари для навушників,Аксесуари для навушників Apple",False,,,Nanacase,
2022-01-04T23:01:46.885203,Tech 21 Protective Case for AirPods mint,https://allo.ua/ua/aksessuary-dlja-naushnikov/tech-21-protective-case-for-airpods-mint.html,22750mint-1018,"Інтернет магазин,Аксесуари для навушників,Аксесуари для навушників Apple",False,,,Nanacase,
2022-01-04T23:01:53.280083,Stickers Print Case for AirPods Pro san_andreas,https://allo.ua/ua/aksessuary-dlja-naushnikov/stickers-print-case-for-airpods-pro-san_andreas.html,27569san_andreas-1018,"Інтернет магазин,Аксесуари для навушників,Аксесуари для навушників Apple",False,,,Nanacase,
2022-01-04T23:01:59.659111,Stickers Print Case for AirPods Pro only_one,https://allo.ua/ua/aksessuary-dlja-naushnikov/stickers-print-case-for-airpods-pro-only_one.html,27569only_one-1018,"Інтернет магазин,Аксесуари для навушників,Аксесуари для навушників Apple",False,,,Nanacase,
2022-01-04T23:02:06.118112,Star Wars Force Case for AirPods darth_vader,https://allo.ua/ua/aksessuary-dlja-naushnikov/star-wars-force-case-for-airpods-darth_vader.html,24112darth_vader-1018,"Інтернет магазин,Аксесуари для навушників,Аксесуари для навушників Apple",False,,,Nanacase,
2022-01-04T23:02:12.588432,Star Wars Case for AirPods Pro stormtrooper,https://allo.ua/ua/aksessuary-dlja-naushnikov/star-wars-case-for-airpods-pro-stormtrooper.html,27568stormtrooper-1018,"Інтернет магазин,Аксесуари для навушників,Аксесуари для навушників Apple",False,,,Nanacase,
2022-01-04T23:02:19.019735,Cool Designs (TPU) Case for AirPods Pro starbucks,https://allo.ua/ua/aksessuary-dlja-naushnikov/cool-designs-tpu-case-for-airpods-pro-starbucks.html,28102starbucks-1018,"Інтернет магазин,Аксесуари для навушників,Аксесуари для навушників Apple",False,,,Nanacase,
2022-01-04T23:02:25.542238,Young Style Silicone Case for AirPods Pro supreme_black,https://allo.ua/ua/aksessuary-dlja-naushnikov/young-style-silicone-case-for-airpods-pro-supreme_black.html,27486supreme_black-1018,"Інтернет магазин,Аксесуари для навушників,Аксесуари для навушників Apple",False,,,Nanacase,
2022-01-04T23:02:31.894847,Tech 21 Protective Case for AirPods pink,https://allo.ua/ua/aksessuary-dlja-naushnikov/tech-21-protective-case-for-airpods-pink.html,22750pink-1018,"Інтернет магазин,Аксесуари для навушників,Аксесуари для навушників Apple",False,,,Nanacase,
2022-01-04T23:02:38.459767,Switch Easy Skin Silicone Case for AirPods Pro white,https://allo.ua/ua/aksessuary-dlja-naushnikov/switch-easy-skin-silicone-case-for-airpods-pro-white.html,28105white-1018,"Інтернет магазин,Аксесуари для навушників,Аксесуари для навушників Apple",False,,,Nanacase,
2022-01-04T23:02:44.904645,Switch Easy Skin Silicone Case for AirPods Pro pink,https://allo.ua/ua/aksessuary-dlja-naushnikov/switch-easy-skin-silicone-case-for-airpods-pro-pink.html,28105pink-1018,"Інтернет магазин,Аксесуари для навушників,Аксесуари для навушників Apple",False,,,Nanacase,
2022-01-04T23:02:51.352929,Silicone Case Slim with Carbine for AirPods Pro bordo,https://allo.ua/ua/aksessuary-dlja-naushnikov/silicone-case-slim-with-carbine-for-airpods-pro-bordo.html,27592bordo-1018,"Інтернет магазин,Аксесуари для навушників,Аксесуари для навушників Apple",False,,,Nanacase,
2022-01-04T23:02:57.836002,Silicone Case New for AirPods Pro yellow,https://allo.ua/ua/aksessuary-dlja-naushnikov/silicone-case-new-for-airpods-pro-yellow.html,27626yellow-1018,"Інтернет магазин,Аксесуари для навушників,Аксесуари для навушників Apple",False,,,Nanacase,
2022-01-04T23:03:04.343263,Silicone Case New for AirPods 1/2 green,https://allo.ua/ua/aksessuary-dlja-naushnikov/silicone-case-new-for-airpods-1-2-green.html,27186green-1018,"Інтернет магазин,Аксесуари для навушників,Аксесуари для навушників Apple",False,,,Nanacase,
2022-01-04T23:03:10.781552,IMD Brand Case (PC) for AirPods Pro supreme_black,https://allo.ua/ua/aksessuary-dlja-naushnikov/imd-brand-case-pc-for-airpods-pro-supreme_black.html,27239supreme_black-1018,"Інтернет магазин,Аксесуари для навушників,Аксесуари для навушників Apple",False,,,Nanacase,
2022-01-04T23:03:17.198551,Eco-friendly Nature Case (TPU) AirPods Pro pink,https://allo.ua/ua/aksessuary-dlja-naushnikov/eco-friendly-nature-case-tpu-airpods-pro-pink.html,28117pink-1018,"Інтернет магазин,Аксесуари для навушників,Аксесуари для навушників Apple",False,,,Nanacase,
2022-01-04T23:03:23.727741,Brilliant Marble Case for AirPods 1/2 rose_gold,https://allo.ua/ua/aksessuary-dlja-naushnikov/brilliant-marble-case-for-airpods-1-2-rose_gold.html,28698rose_gold-1018,"Інтернет магазин,Аксесуари для навушників,Аксесуари для навушників Apple",False,,,Nanacase,
2022-01-04T23:03:30.224588,Brilliant Marble Case for AirPods 1/2 blue,https://allo.ua/ua/aksessuary-dlja-naushnikov/brilliant-marble-case-for-airpods-1-2-blue.html,28698blue-1018,"Інтернет магазин,Аксесуари для навушників,Аксесуари для навушників Apple",False,,,Nanacase,
2022-01-04T23:03:36.692495,Sea Shell Case for AirPods 1/2 pink,https://allo.ua/ua/aksessuary-dlja-naushnikov/sea-shell-case-for-airpods-1-2-pink.html,28120pink-1018,"Інтернет магазин,Аксесуари для навушників,Аксесуари для навушників Apple",False,,,Nanacase,
2022-01-04T23:03:43.054535,Travel Case (TPU) for AirPods Pro los_angeles,https://allo.ua/ua/aksessuary-dlja-naushnikov/travel-case-tpu-for-airpods-pro-los_angeles.html,28101los_angeles-1018,"Інтернет магазин,Аксесуари для навушників,Аксесуари для навушників Apple",False,,,Nanacase,
2022-01-04T23:03:49.435586,NBA Stars Case (TPU) for AirPods Pro kawhi_leonard,https://allo.ua/ua/aksessuary-dlja-naushnikov/nba-stars-case-tpu-for-airpods-pro-kawhi_leonard.html,28113kawhi_leonard-1018,"Інтернет магазин,Аксесуари для навушників,Аксесуари для навушників Apple",False,,,Nanacase,
2022-01-04T23:03:55.847474,Marvel Avengers Case (TPU) for AirPods Pro iron_man,https://allo.ua/ua/aksessuary-dlja-naushnikov/marvel-avengers-case-tpu-for-airpods-pro-iron_man.html,28110iron_man-1018,"Інтернет магазин,Аксесуари для навушників,Аксесуари для навушників Apple",False,,,Nanacase,
2022-01-04T23:04:03.783013,Маршрутизатор Xiaomi Redmi (ac2100) White,https://allo.ua/ua/wi-fi-routery/marshrutizator-xiaomi-redmi-ac2100-white.html,1142606-2427,"Інтернет магазин,Wi-Fi роутери,Wi-Fi роутери Xiaomi",True,1461,,TD,
2022-01-04T23:04:10.320977,"Ноутбук Mi Notebook Pro 15"" i7 8G 256G MX150 W (JYU4035CN) Grey",https://allo.ua/ua/products/notebooks/noutbuk-xiaomi-mi-notebook-pro-15-6-intel-core-i7-8-256-gb-jyu4035cn-refurbished.html,37322-1105,"Інтернет магазин,Ноутбуки,Ноутбуки Xiaomi",True,31267,,AMOLED,
2022-01-04T23:04:16.615417,Luminescent Hero Case for AirPods 1/2 hydra,https://allo.ua/ua/aksessuary-dlja-naushnikov/luminescent-hero-case-for-airpods-1-2-hydra.html,28178hydra-1018,"Інтернет магазин,Аксесуари для навушників,Аксесуари для навушників Apple",False,,,Nanacase,
2022-01-04T23:04:23.153165,Hagibis Type-C Docking Station (UC39-PDMI),https://allo.ua/ua/kardridery/hagibis-type-c-docking-station-uc39-pdmi.html,TE201027EK101-0087,"Інтернет магазин,Кардрідери та USB-хаби,Кардрідери та USB-хаби Xiaomi",True,1219,,Trade Electronics,
